CustomerID,Age,Gender,Marital_Status,Education,Employment_Type,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Income_Loan_Ratio,Loan_Status
1521,57,Female,,Graduate,Salaried,6152,5832,198.0,180,1.0,Urban,0.6052525252525253,N
1522,32,Female,Single,Graduate,Self-Employed,8292,3808,253.0,300,1.0,Rural,0.4782608695652174,Y
1523,33,Male,Single,Not Graduate,Self-Employed,11973,141,316.0,240,1.0,Rural,0.3833544303797468,N
1524,43,Male,Single,Graduate,Salaried,10747,892,51.0,240,1.0,Rural,2.282156862745098,Y
1525,45,Male,Married,Graduate,Salaried,8956,5487,227.0,120,1.0,Rural,0.6362555066079295,Y
1526,55,Female,Married,Not Graduate,Self-Employed,6174,7251,474.0,300,,Semiurban,0.28322784810126583,Y
1527,61,Male,Single,Graduate,Self-Employed,2041,7310,243.0,360,1.0,Urban,0.38481481481481483,N
1528,50,Female,Married,Not Graduate,Self-Employed,3661,2399,436.0,240,1.0,Urban,0.1389908256880734,N
1529,37,Male,Single,Graduate,Self-Employed,3751,4640,385.0,240,0.0,Urban,0.21794805194805195,N
1530,40,Female,Married,Graduate,Self-Employed,10744,2960,484.0,180,1.0,Urban,0.28314049586776857,N
1531,45,Female,Single,Graduate,Self-Employed,6069,2199,245.0,120,1.0,Semiurban,0.33746938775510205,N
1532,42,Male,Married,Not Graduate,Salaried,4244,7325,392.0,240,1.0,Urban,0.29512755102040816,N
1533,33,Male,,Graduate,Self-Employed,13561,1469,298.0,240,0.0,Semiurban,0.5043624161073825,N
1534,39,Female,Single,Graduate,Self-Employed,14692,2700,261.0,360,1.0,Semiurban,0.666360153256705,Y
1535,56,Female,Single,Not Graduate,Self-Employed,7541,3005,202.0,360,0.0,Rural,0.5220792079207921,N
1536,32,Male,Single,Not Graduate,Self-Employed,14173,4858,207.0,180,1.0,Rural,0.9193719806763285,Y
1537,61,Male,Single,Graduate,Salaried,13849,3374,411.0,180,1.0,Urban,0.41905109489051096,N
1538,39,,Single,Not Graduate,Salaried,14302,4719,188.0,180,1.0,Semiurban,1.0117553191489361,N
1539,32,Male,Married,Graduate,Self-Employed,14217,655,270.0,360,1.0,Rural,0.5508148148148149,Y
1540,29,Female,Married,Graduate,Self-Employed,6175,6593,322.0,360,1.0,Semiurban,0.39652173913043476,N
1541,27,Female,Married,Not Graduate,Self-Employed,3060,2768,203.0,120,1.0,Rural,0.2870935960591133,N
1542,48,Male,Single,Not Graduate,Salaried,13454,5343,298.0,300,1.0,Semiurban,0.6307718120805369,N
1543,34,Male,Single,Not Graduate,Salaried,2664,42,328.0,300,1.0,Urban,0.0825,Y
1544,51,Male,Married,Graduate,Salaried,6919,2311,489.0,120,1.0,Urban,0.18875255623721882,Y
1545,39,Male,Single,Not Graduate,Salaried,4222,7923,485.0,300,1.0,Semiurban,0.2504123711340206,Y
1546,36,Male,Single,Graduate,Salaried,12050,5122,353.0,360,1.0,Rural,0.4864589235127479,Y
1547,25,Female,Single,Not Graduate,Salaried,1970,1660,325.0,300,1.0,Rural,0.11169230769230769,N
1548,55,Female,Single,Graduate,Self-Employed,11108,5387,51.0,360,0.0,Urban,3.234313725490196,N
1549,32,Male,Single,Not Graduate,Salaried,2968,4691,137.0,120,1.0,Urban,0.559051094890511,N
1550,45,Male,Married,Graduate,Salaried,9425,7183,336.0,180,1.0,Urban,0.4942857142857143,N
1551,41,Male,Married,Not Graduate,Self-Employed,2308,7501,460.0,120,1.0,Rural,0.2132391304347826,N
1552,56,Female,,Graduate,Salaried,9863,7631,179.0,300,0.0,Rural,0.97731843575419,N
1553,43,Male,Married,Not Graduate,Self-Employed,8219,7226,127.0,360,1.0,Urban,1.2161417322834647,N
1554,36,Male,Married,Not Graduate,Salaried,13818,5108,309.0,300,1.0,Semiurban,0.6124919093851132,N
1555,59,Female,Single,Graduate,Self-Employed,13834,2224,290.0,300,1.0,Rural,0.5537241379310345,Y
1556,62,Female,Single,Not Graduate,Self-Employed,13917,2110,190.0,180,1.0,Urban,0.8435263157894737,Y
1557,59,Male,Single,Graduate,Self-Employed,12091,957,277.0,300,1.0,Semiurban,0.47104693140794224,Y
1558,34,Male,Single,Graduate,Self-Employed,6573,7146,212.0,180,1.0,Rural,0.647122641509434,Y
1559,51,Male,Married,Not Graduate,Self-Employed,9512,560,285.0,360,0.0,Semiurban,0.35340350877192983,N
1560,25,Female,Married,Graduate,Salaried,3145,1330,177.0,360,1.0,Semiurban,0.2528248587570621,Y
1561,55,Male,Married,Not Graduate,Salaried,9749,7413,249.0,180,,Rural,0.6892369477911646,N
1562,43,Male,Single,Not Graduate,Self-Employed,2629,1312,499.0,120,1.0,Urban,0.07897795591182365,N
1563,49,Male,Married,Graduate,Self-Employed,2853,1821,,360,0.0,Semiurban,0.10646924829157176,N
1564,63,Female,,Not Graduate,Self-Employed,2267,3002,80.0,120,1.0,Urban,0.658625,Y
1565,31,Female,Married,Graduate,Salaried,5395,3403,187.0,360,0.0,Rural,0.4704812834224599,Y
1566,38,Male,Married,Graduate,Self-Employed,10374,5646,70.0,360,1.0,Semiurban,2.2885714285714287,Y
1567,32,Male,Single,Not Graduate,Self-Employed,4954,4945,283.0,240,0.0,Semiurban,0.3497879858657244,N
1568,29,Female,Single,Not Graduate,Self-Employed,11700,5374,251.0,300,1.0,Semiurban,0.6802390438247012,Y
1569,30,Female,Married,Graduate,Self-Employed,8829,2651,328.0,300,1.0,Semiurban,0.35,N
1570,64,Female,Married,Graduate,Salaried,12834,5629,180.0,120,0.0,Semiurban,1.0257222222222222,N
1571,37,Female,Single,Not Graduate,Self-Employed,3290,1814,465.0,300,1.0,Rural,0.10976344086021506,N
1572,58,Female,Married,Not Graduate,Self-Employed,11169,1741,197.0,120,,Semiurban,0.6553299492385787,Y
1573,27,Female,Married,Not Graduate,Salaried,2385,4701,78.0,360,0.0,Rural,0.9084615384615384,N
1574,33,Female,Single,Not Graduate,Self-Employed,9234,3808,410.0,240,0.0,Urban,0.31809756097560976,N
1575,60,Female,Married,Graduate,Self-Employed,5406,7980,357.0,240,1.0,Rural,0.37495798319327733,N
1576,62,Female,,Not Graduate,Salaried,5992,2877,420.0,360,0.0,Semiurban,0.21116666666666667,N
1577,29,Male,Married,Graduate,Salaried,11230,5582,479.0,180,0.0,Urban,0.3509812108559499,N
1578,47,Male,Single,Graduate,Salaried,3573,3270,211.0,180,1.0,Rural,0.3243127962085308,Y
1579,22,Male,Married,Not Graduate,Self-Employed,1812,5390,406.0,300,1.0,Rural,0.17738916256157636,Y
1580,25,,Single,Graduate,Self-Employed,7769,4083,389.0,120,1.0,Rural,0.30467866323907455,Y
1581,49,Male,Married,Not Graduate,Salaried,6817,745,110.0,240,0.0,Semiurban,0.6874545454545454,Y
1582,57,Female,Single,Graduate,Salaried,2310,557,174.0,300,1.0,Semiurban,0.16477011494252874,Y
1583,58,Female,Married,Not Graduate,Salaried,11927,6207,120.0,360,1.0,Rural,1.5111666666666668,Y
1584,39,Male,Married,Graduate,Self-Employed,8341,3301,375.0,240,1.0,Rural,0.31045333333333336,Y
1585,28,Female,Married,Graduate,Self-Employed,12549,941,444.0,120,0.0,Urban,0.30382882882882883,N
1586,21,Male,Married,Not Graduate,Salaried,12455,4023,413.0,120,1.0,Semiurban,0.3989830508474576,N
1587,42,Male,Married,Not Graduate,Self-Employed,3532,2296,292.0,180,1.0,Semiurban,0.1995890410958904,Y
1588,37,Male,Married,Graduate,Salaried,11199,5365,298.0,300,1.0,Urban,0.5558389261744966,Y
1589,27,Female,Married,Graduate,Self-Employed,14237,939,270.0,360,1.0,Rural,0.5620740740740741,Y
1590,45,Male,Married,Not Graduate,Self-Employed,12262,1610,496.0,240,1.0,Rural,0.2796774193548387,Y
1591,24,Female,Married,Graduate,Self-Employed,11586,6300,70.0,120,0.0,Urban,2.555142857142857,Y
1592,56,Male,Single,Not Graduate,Self-Employed,8629,6878,436.0,240,1.0,Rural,0.3556651376146789,Y
1593,26,Male,Single,Graduate,Salaried,4205,1725,131.0,360,1.0,Rural,0.45267175572519086,Y
1594,51,Male,Married,Not Graduate,Self-Employed,10288,984,393.0,240,1.0,Urban,0.2868193384223919,Y
1595,39,Female,Single,Graduate,Self-Employed,3647,1587,416.0,300,,Urban,0.1258173076923077,Y
1596,64,Female,Married,Not Graduate,Salaried,2115,4021,59.0,180,,Urban,1.04,N
1597,59,Female,Married,Not Graduate,Self-Employed,2447,7255,460.0,240,1.0,Rural,0.21091304347826087,Y
1598,47,Male,Single,Graduate,Salaried,7177,1336,61.0,180,,Urban,1.3955737704918032,Y
1599,30,Male,Married,Not Graduate,Salaried,6151,5970,312.0,360,,Rural,0.3884935897435897,N
1600,46,,Married,Graduate,Self-Employed,14065,3137,194.0,180,,Semiurban,0.886701030927835,N
1601,39,Female,Single,Not Graduate,Self-Employed,13456,661,498.0,240,1.0,Semiurban,0.2834738955823293,Y
1602,59,Female,Single,Not Graduate,Salaried,9366,7187,241.0,240,0.0,Urban,0.6868464730290457,N
1603,23,Female,Married,Not Graduate,Salaried,3513,32,299.0,120,1.0,Rural,0.118561872909699,N
1604,33,Female,Single,Graduate,Salaried,5197,5912,163.0,240,1.0,Rural,0.6815337423312884,N
1605,48,Female,Single,Not Graduate,Self-Employed,1990,6701,75.0,180,1.0,Rural,1.1588,Y
1606,40,Male,Married,Graduate,Salaried,5850,6216,320.0,120,0.0,Urban,0.3770625,N
1607,48,Female,Single,Not Graduate,Salaried,3928,5985,82.0,240,1.0,Rural,1.2089024390243903,Y
1608,28,Male,Single,Graduate,Salaried,6487,6968,111.0,240,1.0,Rural,1.212162162162162,Y
1609,61,Male,Married,Graduate,Self-Employed,10233,3414,,360,0.0,Rural,0.49089928057553955,N
1610,59,Female,Single,Graduate,Salaried,10979,1156,352.0,120,,Semiurban,0.34474431818181817,N
1611,21,Female,Single,Not Graduate,Self-Employed,11325,3126,144.0,360,1.0,Rural,1.0035416666666668,N
1612,23,Male,,Graduate,Self-Employed,6420,60,84.0,360,1.0,Semiurban,0.7714285714285715,Y
1613,33,Female,Married,Not Graduate,Salaried,4426,3928,242.0,360,1.0,Rural,0.34520661157024796,N
1614,48,Female,Married,Graduate,Self-Employed,11044,1543,125.0,300,,Rural,1.00696,Y
1615,45,Male,Single,Graduate,Salaried,8782,271,,360,1.0,Rural,0.21151869158878506,Y
1616,53,Male,Married,Graduate,Self-Employed,5876,6389,298.0,180,1.0,Semiurban,0.4115771812080537,Y
1617,58,Male,Married,Graduate,Self-Employed,10990,5295,132.0,240,1.0,Rural,1.2337121212121211,Y
1618,26,Female,Single,Not Graduate,Salaried,6368,4076,74.0,300,0.0,Urban,1.4113513513513514,N
1619,64,Male,Married,Graduate,Salaried,8486,6771,106.0,360,1.0,Rural,1.4393396226415094,Y
1620,52,Female,Married,Graduate,Salaried,8362,3388,81.0,240,1.0,Semiurban,1.4506172839506173,N
1621,41,Male,Married,Not Graduate,Self-Employed,13659,5902,368.0,120,1.0,Semiurban,0.5315489130434783,N
1622,36,Male,Married,Graduate,Self-Employed,5923,2752,61.0,120,0.0,Urban,1.4221311475409837,N
1623,41,Male,Single,Graduate,Salaried,11950,2709,368.0,240,0.0,Urban,0.39834239130434784,N
1624,31,Female,Married,Graduate,Salaried,8370,1154,382.0,180,1.0,Urban,0.24931937172774868,Y
1625,57,Female,Married,Graduate,Self-Employed,14710,5221,141.0,240,1.0,Semiurban,1.4135460992907802,Y
1626,56,Male,Single,Not Graduate,Self-Employed,14339,4405,50.0,240,1.0,Rural,3.7488,Y
1627,55,Male,Married,Not Graduate,Self-Employed,9659,3853,484.0,300,1.0,Rural,0.27917355371900826,N
1628,39,Male,Single,Graduate,Salaried,3573,5411,375.0,120,1.0,Urban,0.23957333333333333,Y
1629,40,Female,Single,Not Graduate,Self-Employed,7670,1745,185.0,120,1.0,Urban,0.5089189189189189,Y
1630,38,Male,Single,Not Graduate,Salaried,2201,6638,245.0,360,0.0,Rural,0.3607755102040816,N
1631,61,Female,Married,Graduate,Self-Employed,11611,3432,182.0,240,1.0,Urban,0.8265384615384616,Y
1632,34,Male,Single,Not Graduate,Self-Employed,9613,337,135.0,240,1.0,Rural,0.737037037037037,Y
1633,35,Male,Single,Graduate,Salaried,8325,6722,344.0,180,1.0,Rural,0.4374127906976744,Y
1634,51,Male,Single,Not Graduate,Salaried,12152,9,328.0,120,1.0,Rural,0.37076219512195124,N
1635,21,Male,Married,Not Graduate,Salaried,13954,4144,373.0,180,1.0,Rural,0.485201072386059,Y
1636,23,Male,Married,Not Graduate,Self-Employed,9367,5606,229.0,300,1.0,Semiurban,0.6538427947598253,Y
1637,36,Male,Married,Graduate,Self-Employed,5764,6766,53.0,360,1.0,Rural,2.3641509433962264,Y
1638,43,Female,Married,Not Graduate,Self-Employed,9468,5440,175.0,180,1.0,Urban,0.8518857142857142,Y
1639,31,Male,Married,Graduate,Salaried,9646,730,224.0,120,,Urban,0.4632142857142857,Y
1640,32,,Married,Graduate,Self-Employed,14016,7736,300.0,300,0.0,Urban,0.7250666666666666,N
1641,30,Male,Married,Not Graduate,Salaried,9276,4890,70.0,240,0.0,Urban,2.0237142857142856,Y
1642,52,Male,Single,Graduate,Salaried,10058,7114,489.0,300,1.0,Semiurban,0.35116564417177915,Y
1643,36,,Single,Not Graduate,Salaried,10219,1648,154.0,180,0.0,Rural,0.7705844155844156,N
1644,28,Male,Single,Graduate,Self-Employed,6386,4228,115.0,120,0.0,Rural,0.9229565217391305,N
1645,58,Female,Single,Graduate,Self-Employed,13410,3654,492.0,180,1.0,Urban,0.3468292682926829,N
1646,32,Female,Married,Not Graduate,Salaried,13301,2130,312.0,240,1.0,Urban,0.4945833333333333,Y
1647,44,Male,Single,Not Graduate,Self-Employed,5435,6200,98.0,240,1.0,Urban,1.1872448979591836,Y
1648,48,Female,Single,Not Graduate,Salaried,6119,4471,65.0,120,1.0,Rural,1.6292307692307693,Y
1649,28,Female,Single,Not Graduate,Salaried,6691,2396,194.0,360,,Semiurban,0.4684020618556701,Y
1650,48,Male,Single,Graduate,Self-Employed,11845,4366,389.0,300,0.0,Semiurban,0.4167352185089974,N
1651,56,Female,Married,Graduate,Salaried,8375,1506,299.0,300,1.0,Semiurban,0.3304682274247492,Y
1652,46,Male,Married,Graduate,Salaried,11600,2158,392.0,240,1.0,Semiurban,0.35096938775510206,Y
1653,28,Male,Married,Not Graduate,Self-Employed,12704,2916,403.0,180,1.0,Urban,0.38759305210918116,N
1654,48,Male,Single,Graduate,Salaried,9356,7030,124.0,180,1.0,Rural,1.3214516129032259,Y
1655,48,Male,Married,Not Graduate,Salaried,6901,4171,339.0,360,1.0,Urban,0.32660766961651916,Y
1656,57,Female,Single,Graduate,Salaried,13920,3229,466.0,180,1.0,Semiurban,0.36800429184549355,N
1657,61,Male,Married,Not Graduate,Salaried,4522,3603,331.0,300,0.0,Urban,0.24546827794561935,N
1658,56,Male,Married,Graduate,Salaried,13175,6052,115.0,180,1.0,Semiurban,1.671913043478261,Y
1659,47,Female,,Graduate,Salaried,12412,1666,174.0,360,1.0,Rural,0.8090804597701149,Y
1660,37,Male,Married,Not Graduate,Salaried,7238,4424,368.0,300,1.0,Semiurban,0.3169021739130435,N
1661,29,Male,Married,Graduate,Self-Employed,7484,6265,136.0,180,1.0,Urban,1.0109558823529412,Y
1662,53,Female,Single,Not Graduate,Self-Employed,3270,4136,90.0,300,0.0,Rural,0.8228888888888889,N
1663,40,Female,,Graduate,Salaried,13805,5286,235.0,240,1.0,Semiurban,0.8123829787234043,N
1664,33,Female,Single,Graduate,Salaried,11469,2969,403.0,240,1.0,Semiurban,0.35826302729528536,Y
1665,48,Female,Single,Not Graduate,Self-Employed,13904,2689,429.0,240,1.0,Rural,0.3867832167832168,N
1666,49,Female,Single,Not Graduate,Self-Employed,10489,7190,384.0,180,0.0,Urban,0.460390625,N
1667,33,Female,Single,Graduate,Self-Employed,4715,2326,315.0,360,1.0,Rural,0.2235238095238095,Y
1668,55,Female,Single,Graduate,Self-Employed,13480,2810,320.0,300,,Urban,0.5090625,N
1669,26,Male,Married,Graduate,Self-Employed,8194,2516,91.0,120,1.0,Semiurban,1.176923076923077,Y
1670,38,Female,Married,Graduate,Salaried,4476,3471,,240,1.0,Semiurban,0.5596478873239437,Y
1671,25,Female,Married,Graduate,Self-Employed,5237,6152,234.0,240,1.0,Rural,0.4867094017094017,Y
1672,45,Female,Married,Graduate,Self-Employed,11403,12,264.0,120,1.0,Semiurban,0.4323863636363636,N
1673,22,Male,Single,Not Graduate,Self-Employed,2252,5019,66.0,120,1.0,Rural,1.1016666666666666,Y
1674,30,Male,Married,Not Graduate,Salaried,12161,2970,493.0,180,1.0,Semiurban,0.30691683569979716,Y
1675,50,Female,Married,Not Graduate,Salaried,13661,5938,314.0,300,1.0,Semiurban,0.624171974522293,N
1676,25,Female,Single,Graduate,Salaried,2892,7999,163.0,240,1.0,Urban,0.668159509202454,Y
1677,53,Female,,Graduate,Salaried,8289,7219,341.0,360,1.0,Rural,0.4547800586510264,N
1678,21,Male,Married,Graduate,Salaried,12297,5328,341.0,180,1.0,Rural,0.5168621700879765,N
1679,38,Male,Married,Not Graduate,Salaried,2177,3621,97.0,180,,Semiurban,0.5977319587628867,Y
1680,52,Female,Single,Not Graduate,Self-Employed,1605,3683,356.0,360,1.0,Urban,0.14853932584269663,Y
1681,31,Male,Married,Graduate,Salaried,12979,7872,146.0,360,1.0,Urban,1.4281506849315069,Y
1682,41,Female,Married,Graduate,Salaried,6253,3473,424.0,360,1.0,Rural,0.2293867924528302,Y
1683,46,Male,Married,Not Graduate,Self-Employed,3446,5310,144.0,120,0.0,Rural,0.6080555555555556,N
1684,45,Male,Married,Not Graduate,Salaried,7044,3122,375.0,240,0.0,Semiurban,0.27109333333333335,N
1685,42,Female,Single,Not Graduate,Self-Employed,2595,3464,123.0,120,1.0,Rural,0.4926016260162602,Y
1686,47,Female,Single,Graduate,Self-Employed,14775,652,385.0,240,0.0,Semiurban,0.4007012987012987,N
1687,33,Female,Single,Graduate,Salaried,8485,5799,117.0,120,1.0,Urban,1.2208547008547008,Y
1688,53,Female,Married,Graduate,Self-Employed,3282,7990,295.0,300,0.0,Rural,0.38210169491525425,Y
1689,54,Male,Married,Not Graduate,Self-Employed,6041,620,455.0,240,0.0,Urban,0.1463956043956044,N
1690,61,Male,Married,Not Graduate,Self-Employed,4757,3790,126.0,180,0.0,Urban,0.6783333333333333,N
1691,55,Male,Married,Graduate,Self-Employed,7713,6058,257.0,240,,Semiurban,0.5358365758754864,Y
1692,21,Female,Married,Graduate,Salaried,11689,7467,421.0,240,1.0,Urban,0.4550118764845606,Y
1693,41,Male,Single,Not Graduate,Self-Employed,6369,1645,303.0,240,0.0,Semiurban,0.2644884488448845,N
1694,26,Female,Married,Graduate,Salaried,3061,2243,270.0,300,1.0,Semiurban,0.19644444444444445,Y
1695,48,Male,Married,Not Graduate,Self-Employed,5506,4512,311.0,120,1.0,Urban,0.3221221864951769,N
1696,37,Female,,Not Graduate,Self-Employed,11367,4759,,180,1.0,Urban,0.3513289760348584,Y
1697,25,Female,Married,Graduate,Self-Employed,10814,3491,380.0,120,,Semiurban,0.37644736842105264,Y
1698,51,Male,,Not Graduate,Salaried,5481,5874,393.0,120,0.0,Semiurban,0.28893129770992365,N
1699,25,Female,Single,Graduate,Salaried,10993,3711,308.0,360,1.0,Urban,0.4774025974025974,N
1700,58,Female,Single,Not Graduate,Salaried,7182,3688,357.0,300,0.0,Semiurban,0.3044817927170868,N
1701,23,Male,Single,Not Graduate,Self-Employed,7282,7689,123.0,360,1.0,Semiurban,1.2171544715447153,N
1702,43,Female,Single,Graduate,Self-Employed,2443,1379,174.0,300,0.0,Rural,0.2196551724137931,N
1703,57,Female,Married,Not Graduate,Self-Employed,6050,4243,237.0,120,1.0,Rural,0.43430379746835446,N
1704,57,Female,Single,Graduate,Self-Employed,14915,2045,303.0,120,1.0,Rural,0.5597359735973597,N
1705,30,Male,Single,Graduate,Salaried,10637,3048,496.0,300,0.0,Rural,0.2759072580645161,N
1706,30,Male,,Not Graduate,Self-Employed,2100,1388,,120,1.0,Rural,0.09427027027027027,N
1707,39,Female,Married,Graduate,Salaried,12392,6507,357.0,120,1.0,Semiurban,0.5293837535014005,N
1708,37,Male,Single,Graduate,Self-Employed,14512,7819,284.0,180,1.0,Semiurban,0.7863028169014085,Y
1709,41,Female,Married,Graduate,Salaried,7876,5821,299.0,360,1.0,Rural,0.45809364548494985,N
1710,34,Female,Married,Graduate,Salaried,11109,401,381.0,360,0.0,Urban,0.3020997375328084,N
1711,29,Female,,Graduate,Self-Employed,3024,2653,447.0,360,1.0,Rural,0.12700223713646533,Y
1712,21,Female,Single,Graduate,Self-Employed,5266,5611,394.0,240,1.0,Urban,0.27606598984771574,Y
1713,33,Female,Married,Not Graduate,Salaried,1750,6127,121.0,180,,Semiurban,0.65099173553719,N
1714,24,Male,Single,Graduate,Self-Employed,11236,4324,284.0,360,1.0,Urban,0.547887323943662,N
1715,21,Female,Single,Not Graduate,Self-Employed,1578,5694,373.0,360,1.0,Semiurban,0.1949597855227882,Y
1716,60,Male,Married,Not Graduate,Salaried,4623,3923,205.0,180,,Urban,0.4168780487804878,Y
1717,52,Male,Single,Graduate,Salaried,10589,6680,443.0,120,1.0,Semiurban,0.3898194130925508,Y
1718,54,Female,Single,Not Graduate,Salaried,8564,267,164.0,360,1.0,Semiurban,0.5384756097560975,Y
1719,48,Female,Single,Not Graduate,Salaried,14568,5524,362.0,120,1.0,Rural,0.5550276243093922,N
1720,51,Male,Single,Graduate,Self-Employed,9917,5912,277.0,360,1.0,Semiurban,0.5714440433212996,Y
1721,28,Male,Single,Graduate,Salaried,14862,5130,371.0,300,,Rural,0.5388679245283019,N
1722,59,,Married,Graduate,Salaried,2709,5439,395.0,240,1.0,Rural,0.20627848101265822,Y
1723,46,Female,Married,Not Graduate,Salaried,6653,7880,294.0,360,0.0,Rural,0.49431972789115647,N
1724,54,Male,Single,Not Graduate,Self-Employed,6398,4221,355.0,300,1.0,Urban,0.2991267605633803,Y
1725,23,Female,Married,Graduate,Salaried,14529,6449,63.0,180,1.0,Urban,3.32984126984127,Y
1726,32,Female,Single,Graduate,Self-Employed,3678,1725,65.0,300,1.0,Semiurban,0.8312307692307692,Y
1727,21,Female,Single,Not Graduate,Salaried,12371,7678,487.0,180,1.0,Rural,0.41168377823408625,Y
1728,64,Male,,Not Graduate,Salaried,9110,1112,476.0,360,1.0,Rural,0.21474789915966386,N
1729,25,Female,Single,Not Graduate,Self-Employed,12577,7522,91.0,180,1.0,Semiurban,2.2086813186813186,Y
1730,50,Female,Single,Not Graduate,Salaried,12498,2675,159.0,300,1.0,Rural,0.9542767295597484,Y
1731,50,Female,Married,Graduate,Salaried,10395,5471,327.0,240,1.0,Semiurban,0.4851987767584098,Y
1732,37,Female,Married,Not Graduate,Self-Employed,4044,4784,373.0,120,1.0,Rural,0.23667560321715816,Y
1733,43,Female,Single,Not Graduate,Salaried,7022,7181,68.0,120,1.0,Urban,2.0886764705882355,Y
1734,35,Male,Married,Not Graduate,Salaried,3870,1280,115.0,240,1.0,Semiurban,0.44782608695652176,N
1735,57,Female,Single,Not Graduate,Salaried,4781,1232,216.0,120,0.0,Semiurban,0.27837962962962964,N
1736,41,Female,Married,Graduate,Salaried,6210,4376,122.0,360,1.0,Urban,0.8677049180327869,N
1737,34,Male,Single,Graduate,Self-Employed,1828,4538,452.0,360,0.0,Semiurban,0.14084070796460177,N
1738,22,Female,Married,Not Graduate,Salaried,7079,1863,,300,1.0,Urban,0.19915367483296215,N
1739,31,Male,Single,Not Graduate,Self-Employed,5728,4932,359.0,300,1.0,Rural,0.29693593314763234,Y
1740,59,Female,Single,Graduate,Salaried,14622,4484,458.0,180,1.0,Urban,0.41716157205240173,N
1741,58,Male,Married,Graduate,Self-Employed,8294,616,161.0,300,1.0,Urban,0.5534161490683229,Y
1742,54,Male,Married,Not Graduate,Salaried,1620,7650,323.0,360,1.0,Semiurban,0.2869969040247678,Y
1743,58,Female,Single,Not Graduate,Self-Employed,8249,146,456.0,300,1.0,Rural,0.18410087719298246,Y
1744,54,Female,Married,Graduate,Salaried,2464,7446,422.0,120,1.0,Urban,0.23483412322274883,N
1745,38,Female,Single,Graduate,Self-Employed,5724,4616,134.0,180,1.0,Rural,0.7716417910447761,Y
1746,50,Male,Married,Graduate,Self-Employed,5175,4725,188.0,180,1.0,Urban,0.526595744680851,Y
1747,35,Male,Married,Graduate,Salaried,7194,3677,88.0,360,0.0,Semiurban,1.235340909090909,N
1748,47,Male,Single,Graduate,Self-Employed,3576,6577,,300,1.0,Urban,0.6592857142857143,Y
1749,54,Female,Married,Graduate,Salaried,8365,6287,373.0,120,1.0,Urban,0.3928150134048257,Y
1750,58,Male,Married,Not Graduate,Salaried,7143,288,330.0,300,0.0,Rural,0.22518181818181818,N
1751,53,Male,Single,Graduate,Salaried,10024,1409,496.0,240,,Urban,0.2305040322580645,Y
1752,44,Female,Married,Graduate,Salaried,13060,13,463.0,300,1.0,Semiurban,0.28235421166306696,Y
1753,35,Male,Single,Graduate,Salaried,6749,256,478.0,360,0.0,Semiurban,0.14654811715481172,N
1754,50,Male,Single,Graduate,Self-Employed,2816,7513,172.0,300,0.0,Urban,0.6005232558139535,N
1755,62,Female,Single,Not Graduate,Salaried,2696,1721,267.0,180,1.0,Urban,0.1654307116104869,Y
1756,37,Male,Single,Not Graduate,Salaried,4670,7512,426.0,120,1.0,Rural,0.285962441314554,N
1757,25,Female,Single,Graduate,Salaried,11121,1423,110.0,360,1.0,Rural,1.1403636363636365,Y
1758,49,,Married,Not Graduate,Salaried,1855,5326,149.0,240,0.0,Semiurban,0.48194630872483224,N
1759,24,Female,Single,Not Graduate,Salaried,13926,4953,356.0,120,0.0,Rural,0.530308988764045,N
1760,30,Female,Single,Not Graduate,Salaried,11218,2990,403.0,120,1.0,Urban,0.3525558312655087,N
1761,37,Female,Married,Not Graduate,Self-Employed,13589,1195,442.0,180,1.0,Semiurban,0.3344796380090498,N
1762,30,Male,Married,Not Graduate,Self-Employed,14985,4559,253.0,180,1.0,Rural,0.7724901185770751,Y
1763,37,Male,Married,Not Graduate,Salaried,1528,4365,307.0,180,1.0,Semiurban,0.1919543973941368,N
1764,40,Female,Single,Graduate,Self-Employed,14718,1244,,360,0.0,Urban,2.955925925925926,N
1765,44,Female,Single,Graduate,Salaried,2513,3223,495.0,300,1.0,Rural,0.11587878787878787,N
1766,25,Male,Single,Graduate,Salaried,12394,6766,246.0,120,1.0,Urban,0.7788617886178861,Y
1767,54,Female,Married,Graduate,Salaried,10519,5302,229.0,300,1.0,Urban,0.6908733624454149,Y
1768,26,Female,Single,Graduate,Salaried,14138,3470,391.0,300,1.0,Semiurban,0.4503324808184143,Y
1769,22,Female,Married,Not Graduate,Salaried,3524,4167,182.0,180,1.0,Semiurban,0.4225824175824176,Y
1770,33,Male,Single,Graduate,Self-Employed,9990,7585,492.0,300,0.0,Semiurban,0.35721544715447157,N
1771,63,Male,Married,Graduate,Self-Employed,7339,3969,373.0,120,1.0,Rural,0.30316353887399466,N
1772,63,Female,Single,Not Graduate,Self-Employed,11557,1306,302.0,120,1.0,Rural,0.4259271523178808,N
1773,31,Female,Single,Not Graduate,Self-Employed,13708,2121,314.0,240,1.0,Semiurban,0.504108280254777,Y
1774,43,Male,Single,Graduate,Salaried,7291,2402,142.0,360,1.0,Rural,0.6826056338028169,Y
1775,36,Male,Married,Not Graduate,Self-Employed,11803,5846,199.0,300,1.0,Rural,0.8868844221105527,N
1776,51,Female,Married,Not Graduate,Salaried,2254,496,460.0,360,1.0,Semiurban,0.059782608695652176,N
