CustomerID,Age,Gender,Marital_Status,Education,Employment_Type,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Income_Loan_Ratio,Loan_Status,Total_Income,Loan_Income_Ratio
1425,42,Male,Married,Not Graduate,Self-Employed,3120,1354,488.0,240,1.0,Urban,0.0916803278688524,1,4474,0.10907465355386678
1426,49,Male,Married,Graduate,Salaried,14572,7420,68.0,360,1.0,Rural,3.2341176470588238,1,21992,0.0030920334667151692
1427,23,Female,Single,Graduate,Salaried,9003,7848,176.0,240,1.0,Rural,0.9574431818181818,1,16851,0.010444484006883864
1428,32,Male,Single,Graduate,Self-Employed,14999,6082,254.0,120,1.0,Rural,0.8299606299212599,1,21081,0.012048764290119064
1429,46,Male,Single,Graduate,Self-Employed,6266,5404,78.0,120,1.0,Semiurban,1.4961538461538462,1,11670,0.006683804627249357
1430,36,Male,Married,Graduate,Self-Employed,6862,5393,272.0,120,1.0,Semiurban,0.248076923076923,0,12255,0.02219502243982048
1431,57,Female,Married,Not Graduate,Salaried,6692,6163,256.0,180,1.0,Urban,0.5021484375,0,12855,0.019914430182808245
1432,42,Female,Married,Graduate,Salaried,8122,6382,329.0,120,1.0,Urban,0.4408510638297872,1,14504,0.022683397683397683
1433,49,Male,Single,Graduate,Salaried,7593,1293,272.0,180,0.0,Semiurban,0.4443,0,8886,0.030609948233175782
1434,34,Female,Married,Graduate,Salaried,8204,2465,289.0,120,1.0,Urban,0.3691695501730104,1,10669,0.027087824538382228
1435,48,Female,Single,Not Graduate,Self-Employed,1600,7477,315.0,240,1.0,Urban,0.2881587301587301,0,9077,0.034703095736476806
1436,25,Male,Married,Graduate,Salaried,8157,3102,231.0,360,1.0,Semiurban,0.4874025974025974,0,11259,0.02051691979749534
1437,50,Male,Single,Not Graduate,Salaried,7375,1849,154.0,360,1.0,Semiurban,0.5989610389610389,0,9224,0.016695576756287946
1438,25,Female,Married,Graduate,Self-Employed,5771,3175,272.0,120,1.0,Semiurban,0.1887341772151898,0,8946,0.03040465012295998
1439,32,Male,Married,Graduate,Self-Employed,1737,7849,482.0,360,1.0,Semiurban,0.1988796680497925,0,9586,0.0502816607552681
1440,36,Female,Single,Not Graduate,Self-Employed,8726,4281,450.0,120,0.0,Rural,0.2890444444444444,0,13007,0.03459675559314215
1441,46,Female,Single,Graduate,Salaried,9532,3199,489.0,120,1.0,Semiurban,0.2603476482617587,1,12731,0.038410179875893485
1442,46,Female,Married,Graduate,Self-Employed,6718,1233,285.0,300,1.0,Urban,0.2789824561403509,1,7951,0.035844547855615645
1443,41,Female,Married,Not Graduate,Self-Employed,5525,1437,222.0,300,1.0,Rural,0.3136036036036036,1,6962,0.03188738868141339
1444,59,Female,Married,Graduate,Salaried,12610,3352,272.0,300,1.0,Rural,0.7711111111111111,1,15962,0.017040471118907406
1445,56,Female,Married,Not Graduate,Salaried,7573,4030,221.0,180,1.0,Urban,0.5250226244343892,1,11603,0.019046798241834008
1446,53,Male,Single,Not Graduate,Self-Employed,4042,252,360.0,300,1.0,Rural,0.1192777777777777,1,4294,0.08383791336748952
1447,50,Male,Married,Not Graduate,Salaried,11695,18,452.0,120,1.0,Urban,0.2591371681415929,1,11713,0.038589601297703405
1448,57,Female,Single,Not Graduate,Self-Employed,3037,2759,206.0,240,0.0,Rural,0.2813592233009708,0,5796,0.03554175293305728
1449,43,Female,Married,Not Graduate,Self-Employed,2254,7899,307.0,300,1.0,Rural,0.3307166123778501,0,10153,0.03023736826553728
1450,30,Female,Single,Graduate,Salaried,13060,5255,213.0,300,1.0,Urban,0.8598591549295774,0,18315,0.01162981162981163
1451,25,Male,Single,Graduate,Self-Employed,11950,222,196.0,240,0.0,Urban,0.6210204081632653,0,12172,0.016102530397633912
1452,56,Female,Married,Graduate,Salaried,14934,2,440.0,120,0.0,Urban,0.3394545454545454,0,14936,0.02945902517407606
1453,54,Male,Single,Not Graduate,Salaried,8896,1259,203.0,180,1.0,Urban,0.5002463054187192,0,10155,0.01999015263417036
1454,51,Female,Married,Not Graduate,Salaried,13357,4949,416.0,300,1.0,Semiurban,0.4400480769230769,1,18306,0.022724789686441604
1455,30,Female,Single,Not Graduate,Self-Employed,9323,5584,87.0,240,1.0,Semiurban,1.713448275862069,1,14907,0.005836184342926142
1456,39,Male,Married,Not Graduate,Salaried,7007,4323,180.0,120,1.0,Urban,0.6294444444444445,1,11330,0.01588702559576346
1457,52,Male,Single,Graduate,Salaried,5735,7056,407.0,360,1.0,Semiurban,0.3142751842751842,1,12791,0.031819247908685795
1458,21,Female,Married,Graduate,Self-Employed,2040,5773,304.0,180,1.0,Urban,0.2570065789473684,0,7813,0.03890950979137335
1459,25,Female,Married,Not Graduate,Self-Employed,7010,4594,257.0,240,0.0,Urban,0.4515175097276264,0,11604,0.022147535332643915
1460,24,Female,Single,Not Graduate,Self-Employed,9961,2568,499.0,240,0.0,Rural,0.2510821643286573,0,12529,0.03982759996807407
1461,36,Male,Single,Graduate,Self-Employed,9426,6845,144.0,240,1.0,Urban,1.1299305555555557,1,16271,0.00885010140741196
1462,44,Male,Single,Not Graduate,Salaried,6631,1885,397.0,300,1.0,Urban,0.2145088161209068,1,8516,0.046618130577736026
1463,36,Male,Single,Not Graduate,Salaried,13152,7060,376.0,360,1.0,Urban,0.5375531914893616,1,20212,0.018602810211755392
1464,22,Male,Married,Not Graduate,Salaried,13100,7844,220.0,180,1.0,Urban,0.952,1,20944,0.01050420168067227
1465,48,Male,Single,Graduate,Self-Employed,10197,6111,299.0,120,0.0,Rural,0.5454180602006689,0,16308,0.0183345597252882
1466,52,Male,Married,Graduate,Self-Employed,2629,5258,239.0,120,1.0,Urban,0.33,0,7887,0.030303030303030304
1467,47,Female,Single,Not Graduate,Salaried,11771,1299,248.0,360,1.0,Rural,0.527016129032258,0,13070,0.01897475133894415
1468,40,Female,Married,Graduate,Self-Employed,4645,2338,270.0,240,0.0,Urban,0.2586296296296296,0,6983,0.038665330087355
1469,44,Male,Married,Not Graduate,Self-Employed,12934,1076,73.0,240,1.0,Rural,1.9191780821917808,1,14010,0.005210563882940757
1470,32,Female,Married,Not Graduate,Salaried,14880,3758,293.0,240,1.0,Semiurban,0.6361092150170649,1,18638,0.015720570876703508
1471,55,Female,Married,Graduate,Salaried,14600,3181,472.0,240,1.0,Rural,0.3767161016949152,0,17781,0.026545188684550924
1472,53,Male,Single,Not Graduate,Self-Employed,10053,4810,373.0,240,1.0,Rural,0.3984718498659517,1,14863,0.025095875664401534
1473,53,Female,Single,Not Graduate,Self-Employed,5220,947,177.0,360,0.0,Urban,0.3484180790960452,0,6167,0.028701151289119507
1474,63,Male,Married,Graduate,Self-Employed,11148,6791,142.0,300,1.0,Rural,1.2633098591549297,1,17939,0.00791571436534924
1475,57,Male,Single,Not Graduate,Salaried,14716,7171,349.0,180,1.0,Rural,0.627134670487106,1,21887,0.01594553844748024
1476,32,Female,Single,Not Graduate,Salaried,5567,3738,182.0,240,1.0,Urban,0.5112637362637362,1,9305,0.019559376679204727
1477,23,Male,Married,Not Graduate,Salaried,5695,2731,104.0,300,1.0,Semiurban,0.8101923076923077,0,8426,0.012342748635176834
1478,21,Male,Single,Graduate,Salaried,11373,4007,207.0,120,0.0,Semiurban,0.7429951690821256,1,15380,0.013459037711313394
1479,53,Male,Single,Not Graduate,Salaried,10744,869,78.0,360,1.0,Semiurban,1.488846153846154,0,11613,0.006716610694910876
1480,60,Male,Single,Graduate,Self-Employed,8781,5166,459.0,300,1.0,Rural,0.3038562091503268,0,13947,0.03291030329103033
1481,30,Male,Married,Not Graduate,Self-Employed,4009,93,260.0,240,1.0,Urban,0.1577692307692307,1,4102,0.06338371526084836
1482,63,Male,Single,Not Graduate,Self-Employed,6516,2987,203.0,240,0.0,Semiurban,0.468128078817734,0,9503,0.02136167526044407
1483,64,Male,Married,Not Graduate,Salaried,8033,4655,342.0,240,1.0,Semiurban,0.3709941520467836,0,12688,0.026954602774274906
1484,49,Male,Single,Not Graduate,Salaried,6227,1775,271.0,300,1.0,Semiurban,0.2952767527675277,1,8002,0.03386653336665833
1485,33,Female,Single,Graduate,Salaried,2181,2260,164.0,240,1.0,Semiurban,0.2707926829268293,1,4441,0.0369286196802522
1486,32,Female,Single,Graduate,Self-Employed,5432,435,486.0,300,1.0,Urban,0.1207201646090534,0,5867,0.08283620248849498
1487,51,Female,Married,Not Graduate,Salaried,11821,4947,207.0,240,1.0,Semiurban,0.8100483091787439,1,16768,0.012344942748091604
1488,22,Male,Married,Not Graduate,Salaried,14541,6651,308.0,120,1.0,Rural,0.688051948051948,0,21192,0.014533786334465837
1489,55,Male,Single,Not Graduate,Self-Employed,7060,6979,300.0,120,1.0,Rural,0.4679666666666666,1,14039,0.02136904337915806
1490,43,Female,Married,Not Graduate,Salaried,5516,6794,171.0,180,1.0,Urban,0.7198830409356726,1,12310,0.01389114541023558
1491,37,Female,Single,Not Graduate,Self-Employed,8839,4300,348.0,240,1.0,Semiurban,0.3775574712643678,1,13139,0.026486033944744653
1492,46,Female,Married,Not Graduate,Salaried,12994,6524,312.0,240,1.0,Semiurban,0.625576923076923,0,19518,0.015985244389794036
1493,28,Male,Married,Not Graduate,Salaried,2219,3144,430.0,300,1.0,Rural,0.1247209302325581,0,5363,0.08017900428864441
1494,49,Female,Single,Not Graduate,Self-Employed,1574,3587,98.0,300,1.0,Urban,0.5266326530612245,1,5161,0.018988568106956018
1495,46,Female,Single,Graduate,Self-Employed,10985,5195,272.0,240,0.0,Rural,0.3798122065727699,0,16180,0.016810877626699628
1496,30,Male,Single,Graduate,Self-Employed,11614,76,378.0,180,0.0,Urban,0.3092592592592592,0,11690,0.032335329341317366
1497,46,Female,Single,Graduate,Self-Employed,5657,815,346.0,240,1.0,Urban,0.1870520231213872,0,6472,0.0534610630407911
1498,54,Male,Married,Not Graduate,Self-Employed,14661,767,411.0,300,1.0,Urban,0.3753771289537713,0,15428,0.02663987555094633
1499,61,Male,Married,Not Graduate,Self-Employed,10011,6553,126.0,240,0.0,Rural,1.3146031746031746,0,16564,0.00760685824680029
1500,27,Male,Married,Not Graduate,Salaried,3649,3685,487.0,300,1.0,Urban,0.1505954825462012,1,7334,0.06640305426779383
1501,24,Female,Single,Graduate,Salaried,11144,105,176.0,240,1.0,Rural,0.6391477272727273,1,11249,0.01564583518534981
1502,31,Female,Single,Not Graduate,Self-Employed,14661,3916,246.0,360,1.0,Rural,0.7551626016260162,1,18577,0.013242181191796307
1503,49,Female,Married,Graduate,Salaried,11247,6694,270.0,300,1.0,Semiurban,0.6644814814814815,1,17941,0.015049328354049384
1504,56,Female,Single,Not Graduate,Self-Employed,8213,7643,140.0,180,1.0,Rural,1.1325714285714286,1,15856,0.008829465186680121
1505,45,Female,Married,Graduate,Salaried,5707,2873,460.0,360,1.0,Rural,0.1865217391304348,0,8580,0.053613053613053616
1506,41,Female,Married,Graduate,Self-Employed,12724,3346,57.0,240,1.0,Semiurban,2.819298245614035,1,16070,0.0035469819539514624
1507,56,Female,Married,Graduate,Salaried,8641,6231,81.0,300,1.0,Semiurban,1.8360493827160491,1,14872,0.005446476600322754
1508,30,Male,Married,Not Graduate,Salaried,10152,5842,369.0,360,0.0,Semiurban,0.4334417344173442,0,15994,0.023071151681880706
1509,57,Female,Married,Graduate,Salaried,10578,7024,443.0,180,1.0,Urban,0.3973363431151241,1,17602,0.02516759459152369
1510,29,Male,Single,Not Graduate,Salaried,13225,3148,318.0,300,0.0,Urban,0.514874213836478,0,16373,0.019422219507726133
1511,44,Male,Single,Not Graduate,Salaried,5436,3148,240.0,360,1.0,Semiurban,0.3576666666666667,1,8584,0.027958993476234855
1512,55,Female,Single,Not Graduate,Self-Employed,10807,1465,398.0,360,0.0,Urban,0.3083417085427136,0,12272,0.03243155149934811
1513,55,Male,Married,Not Graduate,Self-Employed,2575,2587,212.0,360,1.0,Semiurban,0.2434905660377358,0,5162,0.04106935296396746
1514,56,Female,Married,Not Graduate,Self-Employed,5376,244,110.0,120,1.0,Urban,0.5109090909090909,0,5620,0.019572953736654804
1515,38,Female,Married,Graduate,Salaried,6115,2625,487.0,240,0.0,Rural,0.1794661190965092,0,8740,0.055720823798627
1516,59,Male,Married,Not Graduate,Self-Employed,14599,3849,313.0,300,1.0,Urban,0.5893929712460064,1,18448,0.016966608846487423
1517,52,Female,Single,Not Graduate,Salaried,8765,1405,334.0,300,0.0,Urban,0.3044910179640718,0,10170,0.03284169124877089
1518,44,Male,Single,Not Graduate,Salaried,7879,981,144.0,300,1.0,Rural,0.6152777777777778,0,8860,0.016252821670428894
1519,43,Male,Married,Not Graduate,Salaried,11616,6860,90.0,360,1.0,Semiurban,2.052888888888889,1,18476,0.004871184239012774
1520,52,Female,Married,Not Graduate,Self-Employed,10618,7737,463.0,240,1.0,Urban,0.3964362850971922,1,18355,0.025224734404794336
1521,57,Female,Single,Graduate,Salaried,6152,5832,198.0,180,1.0,Urban,0.6052525252525253,0,11984,0.016522029372496663
1522,32,Female,Single,Graduate,Self-Employed,8292,3808,253.0,300,1.0,Rural,0.4782608695652174,1,12100,0.02090909090909091
1523,33,Male,Single,Not Graduate,Self-Employed,11973,141,316.0,240,1.0,Rural,0.3833544303797468,0,12114,0.026085520884926532
1524,43,Male,Single,Graduate,Salaried,10747,892,51.0,240,1.0,Rural,2.282156862745098,1,11639,0.004381819743964258
1525,45,Male,Married,Graduate,Salaried,8956,5487,227.0,120,1.0,Rural,0.6362555066079295,1,14443,0.015716956311015717
1526,55,Female,Married,Not Graduate,Self-Employed,6174,7251,474.0,300,1.0,Semiurban,0.2832278481012658,1,13425,0.0353072625698324
1527,61,Male,Single,Graduate,Self-Employed,2041,7310,243.0,360,1.0,Urban,0.3848148148148148,0,9351,0.02598652550529355
1528,50,Female,Married,Not Graduate,Self-Employed,3661,2399,436.0,240,1.0,Urban,0.1389908256880734,0,6060,0.07194719471947195
1529,37,Male,Single,Graduate,Self-Employed,3751,4640,385.0,240,0.0,Urban,0.2179480519480519,0,8391,0.04588249314741986
1530,40,Female,Married,Graduate,Self-Employed,10744,2960,484.0,180,1.0,Urban,0.2831404958677685,0,13704,0.03531815528312901
1531,45,Female,Single,Graduate,Self-Employed,6069,2199,245.0,120,1.0,Semiurban,0.337469387755102,0,8268,0.029632317368166426
1532,42,Male,Married,Not Graduate,Salaried,4244,7325,392.0,240,1.0,Urban,0.2951275510204081,0,11569,0.033883654594174084
1533,33,Male,Single,Graduate,Self-Employed,13561,1469,298.0,240,0.0,Semiurban,0.5043624161073825,0,15030,0.0198270126413839
1534,39,Female,Single,Graduate,Self-Employed,14692,2700,261.0,360,1.0,Semiurban,0.666360153256705,1,17392,0.01500689972401104
1535,56,Female,Single,Not Graduate,Self-Employed,7541,3005,202.0,360,0.0,Rural,0.5220792079207921,0,10546,0.01915418168025792
1536,32,Male,Single,Not Graduate,Self-Employed,14173,4858,207.0,180,1.0,Rural,0.9193719806763284,1,19031,0.010876990173926751
1537,61,Male,Single,Graduate,Salaried,13849,3374,411.0,180,1.0,Urban,0.4190510948905109,0,17223,0.023863438425361434
1538,39,Female,Single,Not Graduate,Salaried,14302,4719,188.0,180,1.0,Semiurban,1.011755319148936,0,19021,0.009883812628147836
1539,32,Male,Married,Graduate,Self-Employed,14217,655,270.0,360,1.0,Rural,0.5508148148148149,1,14872,0.018154922001075848
1540,29,Female,Married,Graduate,Self-Employed,6175,6593,322.0,360,1.0,Semiurban,0.3965217391304347,0,12768,0.025219298245614034
1541,27,Female,Married,Not Graduate,Self-Employed,3060,2768,203.0,120,1.0,Rural,0.2870935960591133,0,5828,0.0348318462594372
1542,48,Male,Single,Not Graduate,Salaried,13454,5343,298.0,300,1.0,Semiurban,0.6307718120805369,0,18797,0.015853593658562537
1543,34,Male,Single,Not Graduate,Salaried,2664,42,328.0,300,1.0,Urban,0.0825,1,2706,0.12121212121212122
1544,51,Male,Married,Graduate,Salaried,6919,2311,489.0,120,1.0,Urban,0.1887525562372188,1,9230,0.05297941495124594
1545,39,Male,Single,Not Graduate,Salaried,4222,7923,485.0,300,1.0,Semiurban,0.2504123711340206,1,12145,0.03993412927130506
1546,36,Male,Single,Graduate,Salaried,12050,5122,353.0,360,1.0,Rural,0.4864589235127479,1,17172,0.020556720242254835
1547,25,Female,Single,Not Graduate,Salaried,1970,1660,325.0,300,1.0,Rural,0.1116923076923076,0,3630,0.08953168044077135
1548,55,Female,Single,Graduate,Self-Employed,11108,5387,51.0,360,0.0,Urban,3.234313725490196,0,16495,0.0030918460139436194
1549,32,Male,Single,Not Graduate,Salaried,2968,4691,137.0,120,1.0,Urban,0.559051094890511,0,7659,0.017887452670061366
1550,45,Male,Married,Graduate,Salaried,9425,7183,336.0,180,1.0,Urban,0.4942857142857143,0,16608,0.02023121387283237
1551,41,Male,Married,Not Graduate,Self-Employed,2308,7501,460.0,120,1.0,Rural,0.2132391304347826,0,9809,0.04689570802324396
1552,56,Female,Single,Graduate,Salaried,9863,7631,179.0,300,0.0,Rural,0.97731843575419,0,17494,0.010232079570138334
1553,43,Male,Married,Not Graduate,Self-Employed,8219,7226,127.0,360,1.0,Urban,1.216141732283465,0,15445,0.008222725801230171
1554,36,Male,Married,Not Graduate,Salaried,13818,5108,309.0,300,1.0,Semiurban,0.6124919093851132,0,18926,0.016326746274965654
1555,59,Female,Single,Graduate,Self-Employed,13834,2224,290.0,300,1.0,Rural,0.5537241379310345,1,16058,0.018059534188566446
1556,62,Female,Single,Not Graduate,Self-Employed,13917,2110,190.0,180,1.0,Urban,0.8435263157894737,1,16027,0.01185499469644974
1557,59,Male,Single,Graduate,Self-Employed,12091,957,277.0,300,1.0,Semiurban,0.4710469314079422,1,13048,0.021229307173513182
1558,34,Male,Single,Graduate,Self-Employed,6573,7146,212.0,180,1.0,Rural,0.647122641509434,1,13719,0.015453021357241782
1559,51,Male,Married,Not Graduate,Self-Employed,9512,560,285.0,360,0.0,Semiurban,0.3534035087719298,0,10072,0.02829626687847498
1560,25,Female,Married,Graduate,Salaried,3145,1330,177.0,360,1.0,Semiurban,0.2528248587570621,1,4475,0.03955307262569832
1561,55,Male,Married,Not Graduate,Salaried,9749,7413,249.0,180,1.0,Rural,0.6892369477911646,0,17162,0.014508798508332362
1562,43,Male,Single,Not Graduate,Self-Employed,2629,1312,499.0,120,1.0,Urban,0.0789779559118236,0,3941,0.12661760974371986
1563,49,Male,Married,Graduate,Self-Employed,2853,1821,272.0,360,0.0,Semiurban,0.1064692482915717,0,4674,0.058194266153187846
1564,63,Female,Single,Not Graduate,Self-Employed,2267,3002,80.0,120,1.0,Urban,0.658625,1,5269,0.015183146707155058
1565,31,Female,Married,Graduate,Salaried,5395,3403,187.0,360,0.0,Rural,0.4704812834224599,1,8798,0.02125483064332803
1566,38,Male,Married,Graduate,Self-Employed,10374,5646,70.0,360,1.0,Semiurban,2.2885714285714287,1,16020,0.004369538077403246
1567,32,Male,Single,Not Graduate,Self-Employed,4954,4945,283.0,240,0.0,Semiurban,0.3497879858657244,0,9899,0.02858874633801394
1568,29,Female,Single,Not Graduate,Self-Employed,11700,5374,251.0,300,1.0,Semiurban,0.6802390438247012,1,17074,0.014700714536722502
1569,30,Female,Married,Graduate,Self-Employed,8829,2651,328.0,300,1.0,Semiurban,0.35,0,11480,0.02857142857142857
1570,64,Female,Married,Graduate,Salaried,12834,5629,180.0,120,0.0,Semiurban,1.0257222222222222,0,18463,0.009749228186101933
1571,37,Female,Single,Not Graduate,Self-Employed,3290,1814,465.0,300,1.0,Rural,0.109763440860215,0,5104,0.09110501567398119
1572,58,Female,Married,Not Graduate,Self-Employed,11169,1741,197.0,120,1.0,Semiurban,0.6553299492385787,1,12910,0.015259488768396591
1573,27,Female,Married,Not Graduate,Salaried,2385,4701,78.0,360,0.0,Rural,0.9084615384615384,0,7086,0.01100762066045724
1574,33,Female,Single,Not Graduate,Self-Employed,9234,3808,410.0,240,0.0,Urban,0.3180975609756097,0,13042,0.031436896181567246
1575,60,Female,Married,Graduate,Self-Employed,5406,7980,357.0,240,1.0,Rural,0.3749579831932773,0,13386,0.026669654863290003
1576,62,Female,Single,Not Graduate,Salaried,5992,2877,420.0,360,0.0,Semiurban,0.2111666666666666,0,8869,0.0473559589581689
1577,29,Male,Married,Graduate,Salaried,11230,5582,479.0,180,0.0,Urban,0.3509812108559499,0,16812,0.028491553652153223
1578,47,Male,Single,Graduate,Salaried,3573,3270,211.0,180,1.0,Rural,0.3243127962085308,1,6843,0.030834429343855035
1579,22,Male,Married,Not Graduate,Self-Employed,1812,5390,406.0,300,1.0,Rural,0.1773891625615763,1,7202,0.05637322965842821
1580,25,Female,Single,Graduate,Self-Employed,7769,4083,389.0,120,1.0,Rural,0.3046786632390745,1,11852,0.032821464731690855
1581,49,Male,Married,Not Graduate,Salaried,6817,745,110.0,240,0.0,Semiurban,0.6874545454545454,1,7562,0.014546416291986247
1582,57,Female,Single,Graduate,Salaried,2310,557,174.0,300,1.0,Semiurban,0.1647701149425287,1,2867,0.060690617370073245
1583,58,Female,Married,Not Graduate,Salaried,11927,6207,120.0,360,1.0,Rural,1.5111666666666668,1,18134,0.00661740377192015
1584,39,Male,Married,Graduate,Self-Employed,8341,3301,375.0,240,1.0,Rural,0.3104533333333333,1,11642,0.03221096031609689
1585,28,Female,Married,Graduate,Self-Employed,12549,941,444.0,120,0.0,Urban,0.3038288288288288,0,13490,0.032913269088213494
1586,21,Male,Married,Not Graduate,Salaried,12455,4023,413.0,120,1.0,Semiurban,0.3989830508474576,0,16478,0.02506372132540357
1587,42,Male,Married,Not Graduate,Self-Employed,3532,2296,292.0,180,1.0,Semiurban,0.1995890410958904,1,5828,0.050102951269732326
1588,37,Male,Married,Graduate,Salaried,11199,5365,298.0,300,1.0,Urban,0.5558389261744966,1,16564,0.01799082347259116
1589,27,Female,Married,Graduate,Self-Employed,14237,939,270.0,360,1.0,Rural,0.5620740740740741,1,15176,0.017791249341064838
1590,45,Male,Married,Not Graduate,Self-Employed,12262,1610,496.0,240,1.0,Rural,0.2796774193548387,1,13872,0.03575547866205306
1591,24,Female,Married,Graduate,Self-Employed,11586,6300,70.0,120,0.0,Urban,2.555142857142857,1,17886,0.003913675500391367
1592,56,Male,Single,Not Graduate,Self-Employed,8629,6878,436.0,240,1.0,Rural,0.3556651376146789,1,15507,0.028116334558586444
1593,26,Male,Single,Graduate,Salaried,4205,1725,131.0,360,1.0,Rural,0.4526717557251908,1,5930,0.02209106239460371
1594,51,Male,Married,Not Graduate,Self-Employed,10288,984,393.0,240,1.0,Urban,0.2868193384223919,1,11272,0.03486515259048971
1595,39,Female,Single,Graduate,Self-Employed,3647,1587,416.0,300,1.0,Urban,0.1258173076923077,1,5234,0.07948032097821933
1596,64,Female,Married,Not Graduate,Salaried,2115,4021,59.0,180,1.0,Urban,1.04,0,6136,0.009615384615384616
1597,59,Female,Married,Not Graduate,Self-Employed,2447,7255,460.0,240,1.0,Rural,0.2109130434782608,1,9702,0.0474129045557617
1598,47,Male,Single,Graduate,Salaried,7177,1336,61.0,180,1.0,Urban,1.3955737704918032,1,8513,0.007165511570539175
1599,30,Male,Married,Not Graduate,Salaried,6151,5970,312.0,360,1.0,Rural,0.3884935897435897,0,12121,0.025740450457883014
1600,46,Female,Married,Graduate,Self-Employed,14065,3137,194.0,180,1.0,Semiurban,0.886701030927835,0,17202,0.011277758400186026
1601,39,Female,Single,Not Graduate,Self-Employed,13456,661,498.0,240,1.0,Semiurban,0.2834738955823293,1,14117,0.03527661684493873
1602,59,Female,Single,Not Graduate,Salaried,9366,7187,241.0,240,0.0,Urban,0.6868464730290457,0,16553,0.01455929438772428
1603,23,Female,Married,Not Graduate,Salaried,3513,32,299.0,120,1.0,Rural,0.118561872909699,0,3545,0.08434414668547249
1604,33,Female,Single,Graduate,Salaried,5197,5912,163.0,240,1.0,Rural,0.6815337423312884,0,11109,0.014672787829687641
1605,48,Female,Single,Not Graduate,Self-Employed,1990,6701,75.0,180,1.0,Rural,1.1588,1,8691,0.00862961684501208
1606,40,Male,Married,Graduate,Salaried,5850,6216,320.0,120,0.0,Urban,0.3770625,0,12066,0.026520802254268193
1607,48,Female,Single,Not Graduate,Salaried,3928,5985,82.0,240,1.0,Rural,1.2089024390243903,1,9913,0.008271966105114496
1608,28,Male,Single,Graduate,Salaried,6487,6968,111.0,240,1.0,Rural,1.212162162162162,1,13455,0.008249721293199555
1609,61,Male,Married,Graduate,Self-Employed,10233,3414,272.0,360,0.0,Rural,0.4908992805755395,0,13647,0.019931120392760314
1610,59,Female,Single,Graduate,Salaried,10979,1156,352.0,120,1.0,Semiurban,0.3447443181818181,0,12135,0.02900700453234446
1611,21,Female,Single,Not Graduate,Self-Employed,11325,3126,144.0,360,1.0,Rural,1.0035416666666668,0,14451,0.009964708324683413
1612,23,Male,Single,Graduate,Self-Employed,6420,60,84.0,360,1.0,Semiurban,0.7714285714285715,1,6480,0.012962962962962963
1613,33,Female,Married,Not Graduate,Salaried,4426,3928,242.0,360,1.0,Rural,0.3452066115702479,0,8354,0.028968158965764903
1614,48,Female,Married,Graduate,Self-Employed,11044,1543,125.0,300,1.0,Rural,1.00696,1,12587,0.009930881067768332
1615,45,Male,Single,Graduate,Salaried,8782,271,272.0,360,1.0,Rural,0.211518691588785,1,9053,0.03004528885452336
1616,53,Male,Married,Graduate,Self-Employed,5876,6389,298.0,180,1.0,Semiurban,0.4115771812080537,1,12265,0.024296779453730127
1617,58,Male,Married,Graduate,Self-Employed,10990,5295,132.0,240,1.0,Rural,1.2337121212121211,1,16285,0.008105618667485416
1618,26,Female,Single,Not Graduate,Salaried,6368,4076,74.0,300,0.0,Urban,1.4113513513513514,0,10444,0.007085407889697434
1619,64,Male,Married,Graduate,Salaried,8486,6771,106.0,360,1.0,Rural,1.4393396226415094,1,15257,0.006947630595792095
1620,52,Female,Married,Graduate,Salaried,8362,3388,81.0,240,1.0,Semiurban,1.4506172839506173,0,11750,0.006893617021276595
1621,41,Male,Married,Not Graduate,Self-Employed,13659,5902,368.0,120,1.0,Semiurban,0.5315489130434783,0,19561,0.018812944123511068
1622,36,Male,Married,Graduate,Self-Employed,5923,2752,61.0,120,0.0,Urban,1.4221311475409837,0,8675,0.007031700288184438
1623,41,Male,Single,Graduate,Salaried,11950,2709,368.0,240,0.0,Urban,0.3983423913043478,0,14659,0.025104031652909475
1624,31,Female,Married,Graduate,Salaried,8370,1154,382.0,180,1.0,Urban,0.2493193717277486,1,9524,0.040109197816043676
1625,57,Female,Married,Graduate,Self-Employed,14710,5221,141.0,240,1.0,Semiurban,1.4135460992907802,1,19931,0.007074406703125784
1626,56,Male,Single,Not Graduate,Self-Employed,14339,4405,50.0,240,1.0,Rural,3.7488,1,18744,0.002667520273154076
1627,55,Male,Married,Not Graduate,Self-Employed,9659,3853,484.0,300,1.0,Rural,0.2791735537190082,0,13512,0.03582001184132623
1628,39,Male,Single,Graduate,Salaried,3573,5411,375.0,120,1.0,Urban,0.2395733333333333,1,8984,0.04174087266251113
1629,40,Female,Single,Not Graduate,Self-Employed,7670,1745,185.0,120,1.0,Urban,0.5089189189189189,1,9415,0.01964949548592671
1630,38,Male,Single,Not Graduate,Salaried,2201,6638,245.0,360,0.0,Rural,0.3607755102040816,0,8839,0.027718067654712072
1631,61,Female,Married,Graduate,Self-Employed,11611,3432,182.0,240,1.0,Urban,0.8265384615384616,1,15043,0.01209865053513262
1632,34,Male,Single,Not Graduate,Self-Employed,9613,337,135.0,240,1.0,Rural,0.737037037037037,1,9950,0.013567839195979899
1633,35,Male,Single,Graduate,Salaried,8325,6722,344.0,180,1.0,Rural,0.4374127906976744,1,15047,0.022861700006645842
